SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BFINVEST, EQ, 27-Aug-2020,311.25,312.8,348.85,309.65,332.35,334.8,337.41,532016,1795.06,14921,84323,15.85
BFUTILITIE, EQ, 27-Aug-2020,269.6,270.3,296.55,266.65,292,291.75,288.11,1557317,4486.85,22427,309481,19.87
BGRENERGY, EQ, 27-Aug-2020,43.35,44,44.7,43,43.3,43.5,43.79,118320,51.81,1007,69228,58.51
BHAGERIA, EQ, 27-Aug-2020,142.9,143.5,143.9,141.85,142.1,142.25,142.63,30568,43.6,880,20253,66.26
BHAGYANGR, EQ, 27-Aug-2020,17.3,17.6,17.6,16.65,17.1,17.1,17.04,3955,0.67,44,2144,54.21
BHAGYAPROP, EQ, 27-Aug-2020,21.95,22.15,22.5,21.6,21.95,21.85,22.01,10209,2.25,97,6598,64.63
BHANDARI, EQ, 27-Aug-2020,1.3,1.25,1.3,1.25,1.3,1.3,1.27,189038,2.39,212,173497,91.78
BHARATFORG, EQ, 27-Aug-2020,499.15,500,519.25,498.3,512.55,510.9,510.38,4404470,22479.67,55332,625533,14.2
BHARATGEAR, EQ, 27-Aug-2020,56.45,56.85,60.05,55.1,57.25,57.3,57.84,38513,22.27,411,22347,58.02
BHARATRAS, EQ, 27-Aug-2020,9820.2,9840,9940,9730,9760,9759.95,9815.67,3919,384.68,1411,2170,55.37
BHARATWIRE, EQ, 27-Aug-2020,26.3,26.3,28.9,26.3,28.9,28.9,28.28,83528,23.62,489,74651,89.37
BHARTIARTL, EQ, 27-Aug-2020,514.5,514.4,518.5,508,512.5,511.15,512.97,21871778,112195.94,166733,8932803,40.84
BHEL, EQ, 27-Aug-2020,39.95,40,40.9,39.05,39.25,39.2,39.95,56215100,22456.29,71448,22231577,39.55
BIGBLOC, BE, 27-Aug-2020,46.3,47,47.1,46.4,47.1,47.1,47,2497,1.17,25, -, -
BIL, BE, 27-Aug-2020,191.05,192.5,192.5,182,184.1,184.95,188.96,4471,8.45,54, -, -
BILENERGY, EQ, 27-Aug-2020,1,1,1,0.95,0.95,0.95,0.96,809878,7.78,342,424095,52.37
BINDALAGRO, EQ, 27-Aug-2020,13.3,13.3,13.35,12.65,12.65,12.65,12.81,59059,7.56,215,42077,71.25
BIOCON, EQ, 27-Aug-2020,392.35,394.7,397,390.6,391.85,391.35,394.06,3531298,13915.53,42641,821897,23.27
BIOFILCHEM, BE, 27-Aug-2020,39.65,37.7,37.7,37.7,37.7,37.7,37.7,32329,12.19,543, -, -
BIRLACABLE, EQ, 27-Aug-2020,63.45,64.45,64.45,60.6,61.75,61.5,62.45,147165,91.91,1387,99129,67.36
BIRLACORPN, EQ, 27-Aug-2020,638.15,642.5,647.3,635,638.7,637.55,639.62,227388,1454.43,9640,118324,52.04
BIRLAMONEY, EQ, 27-Aug-2020,41.7,42.5,43,40.55,40.8,40.8,41.5,596357,247.48,4047,321720,53.95
BIRLATYRE, EQ, 27-Aug-2020,23.4,24.55,24.55,24.55,24.55,24.55,24.55,227468,55.84,794,227466,100
BKMINDST, EQ, 27-Aug-2020,1.05,1.1,1.1,1,1.05,1.05,1.04,172764,1.8,67,111376,64.47
BLBLIMITED, EQ, 27-Aug-2020,5.4,5.65,5.65,5.3,5.65,5.65,5.62,84191,4.73,152,75114,89.22
BLISSGVS, EQ, 27-Aug-2020,157.95,158,162.95,156.5,156.85,157.8,159.75,1094526,1748.53,10976,158707,14.5
BLKASHYAP, BE, 27-Aug-2020,7.4,7.75,7.75,7.75,7.75,7.75,7.75,72508,5.62,50, -, -
BLS, EQ, 27-Aug-2020,114.55,115,115,108.85,108.85,108.95,110.54,99144,109.59,1572,63191,63.74
BLUEDART, EQ, 27-Aug-2020,2210.15,2225,2257,2160,2200,2206.2,2210.61,68080,1504.99,6701,29182,42.86
BLUESTARCO, EQ, 27-Aug-2020,621.65,631,723.7,623.4,677.5,685.15,673.04,957851,6446.67,40543,221146,23.09
BODALCHEM, EQ, 27-Aug-2020,73.15,73.75,73.75,72,72.1,72.15,72.63,350420,254.5,2290,211151,60.26
BOHRA, SM, 27-Aug-2020,1.85,1.8,1.8,1.8,1.8,1.8,1.8,2000,0.04,1,2000,100
BOMDYEING, EQ, 27-Aug-2020,73.6,74.4,79.3,72.7,75,75,76.77,14150870,10863.41,58362,3002314,21.22
BOROLTD, BE, 27-Aug-2020,173.5,177.5,177.5,166,168.85,168.15,170.07,43360,73.74,428, -, -
BORORENEW, EQ, 27-Aug-2020,81.7,81.1,82.95,80.6,81.75,81.6,81.49,173951,141.75,1759,93848,53.95
BOSCHLTD, EQ, 27-Aug-2020,14295.55,14430,14430,14083.75,14128.1,14145.75,14246.27,30525,4348.67,7504,5304,17.38
BPCL, EQ, 27-Aug-2020,410.1,411.6,418.45,409.5,413.4,412.95,414.4,7823398,32420.12,94564,2183447,27.91
BPL, EQ, 27-Aug-2020,21.7,22.15,22.15,21.4,21.75,21.7,21.74,50114,10.89,344,34732,69.31
BRFL, EQ, 27-Aug-2020,12.75,13.35,13.35,13.35,13.35,13.35,13.35,34105,4.55,63,34105,100
BRIGADE, EQ, 27-Aug-2020,171.9,172.7,184.5,172.1,180.9,180.3,180.49,688233,1242.22,10114,296132,43.03
BRIGHT, SM, 27-Aug-2020,9.8,9.4,9.45,9.35,9.35,9.35,9.37,33000,3.09,11,30000,90.91
BRITANNIA, EQ, 27-Aug-2020,3829.25,3840,3853.35,3810,3820,3816.6,3835.17,385945,14801.63,32932,177175,45.91
BRITANNIA, N2, 27-Aug-2020,31.58,31.42,31.75,31.42,31.69,31.71,31.61,6034,1.91,68,6032,99.97
BRNL, EQ, 27-Aug-2020,35.55,35.45,36,35,35.4,35.6,35.7,26676,9.52,315,21402,80.23
BROOKS, EQ, 27-Aug-2020,40.35,40.35,41.8,40,41.05,40.9,40.62,55316,22.47,390,46258,83.62
BSE, EQ, 27-Aug-2020,490.85,487.15,519.9,487.15,515.05,514.65,512.82,997562,5115.66,25618,355039,35.59
BSELINFRA, EQ, 27-Aug-2020,1.05,1.1,1.1,1,1.05,1.05,1.05,243326,2.57,158,188142,77.32
BSHSL, SM, 27-Aug-2020,129,115.1,115.1,115,115,115,115.05,6400,7.36,3,3200,50
BSL, EQ, 27-Aug-2020,25.95,25.95,27.25,25.9,26.7,26.6,26.46,5830,1.54,118,4070,69.81
BSLGOLDETF, EQ, 27-Aug-2020,4715.25,4788,4788,4727.05,4739,4739.7,4743.31,232,11,63,136,58.62
BSLNIFTY, EQ, 27-Aug-2020,126.05,126.19,126.2,125.51,125.51,125.51,125.82,9,0.01,4,6,66.67
BSOFT, EQ, 27-Aug-2020,177.15,178.4,182.4,173.35,173.95,173.9,178.39,2533812,4520.17,26326,896935,35.4
BURNPUR, EQ, 27-Aug-2020,1.5,1.5,1.5,1.45,1.45,1.45,1.46,148802,2.17,117,118182,79.42
BUTTERFLY, BE, 27-Aug-2020,213.25,215,215,202.6,205,203.6,206.33,77994,160.92,867, -, -
BVCL, BE, 27-Aug-2020,15.8,16.55,16.55,16.2,16.55,16.55,16.49,4369,0.72,15, -, -
BYKE, EQ, 27-Aug-2020,15.5,15.9,15.9,15.25,15.5,15.4,15.39,42560,6.55,185,31334,73.62
CADILAHC, EQ, 27-Aug-2020,388.65,389,396,388,390.5,389.1,392.01,2673972,10482.23,29471,454613,17
CALSOFT, EQ, 27-Aug-2020,12.8,14.05,14.05,14.05,14.05,14.05,14.05,154865,21.76,317,148553,95.92
CAMLINFINE, EQ, 27-Aug-2020,96.4,100,101.2,97,98.65,98.95,100.63,2429891,2445.18,11750,1448662,59.62
CANBK, EQ, 27-Aug-2020,106.3,107.3,107.65,105,105.3,105.55,106.58,7732121,8241.17,29679,2843221,36.77
CANDC, BZ, 27-Aug-2020,2.6,2.5,2.7,2.5,2.7,2.7,2.66,3890,0.1,12, -, -
CANFINHOME, EQ, 27-Aug-2020,392.9,393.5,403,369.3,381,382.55,392.66,1165301,4575.62,20358,409249,35.12
CANTABIL, EQ, 27-Aug-2020,310,310,321.6,305.05,318,319.1,313.75,167661,526.03,4487,43520,25.96
CAPACITE, EQ, 27-Aug-2020,138.05,144.25,145,140,140,140.6,142.67,99107,141.39,2614,46550,46.97
CAPLIPOINT, EQ, 27-Aug-2020,538.85,543,566.9,532.25,559.75,556.65,556.99,1005487,5600.51,26633,351234,34.93
CAPTRUST, EQ, 27-Aug-2020,69.65,70.5,70.5,68.75,69,69.1,69.48,6491,4.51,94,5748,88.55
CARBORUNIV, EQ, 27-Aug-2020,275,275.95,282,273.65,274.7,274.45,276.94,161975,448.57,3084,79476,49.07
CAREERP, EQ, 27-Aug-2020,155.2,160,171.8,158,163,163.8,165.27,745961,1232.87,12635,214493,28.75
CARERATING, EQ, 27-Aug-2020,410.05,412.15,412.15,401,403.8,402.65,405.32,127055,514.98,6601,100874,79.39
CASTROLIND, EQ, 27-Aug-2020,122.7,122.25,124,122.25,122.85,122.6,123.14,545677,671.95,4800,315886,57.89
CCHHL, EQ, 27-Aug-2020,3.4,3.55,3.55,3.25,3.45,3.4,3.44,79152,2.72,128,58055,73.35
CCL, EQ, 27-Aug-2020,275.55,277.7,280,271,274.2,277.4,276.45,432104,1194.56,5668,314876,72.87
CDSL, EQ, 27-Aug-2020,399.8,409,434.4,404,419,419.25,421.81,4653442,19628.45,77720,1179025,25.34
CEATLTD, EQ, 27-Aug-2020,941.5,950,959.95,928,934.1,937.7,947.54,1202907,11398.07,16584,872939,72.57
CEBBCO, EQ, 27-Aug-2020,15.45,16.35,16.95,15.75,16.8,16.7,16.65,295459,49.21,967,199516,67.53
CELEBRITY, EQ, 27-Aug-2020,5.25,5.65,5.65,5.1,5.2,5.15,5.26,116589,6.13,285,96144,82.46
CENTENKA, EQ, 27-Aug-2020,184.45,187.9,188,183.35,184.3,184.7,186.11,44586,82.98,1335,27080,60.74
CENTEXT, EQ, 27-Aug-2020,4.25,4.3,4.35,4.2,4.3,4.25,4.25,73739,3.13,151,59318,80.44
CENTRALBK, EQ, 27-Aug-2020,17.65,17.65,18.2,17.6,17.8,17.75,17.89,1289552,230.72,2726,711324,55.16
CENTRUM, EQ, 27-Aug-2020,13.95,14.1,16.7,14.1,16.25,16.55,16.11,4659654,750.72,6358,2264050,48.59
CENTUM, EQ, 27-Aug-2020,367.7,370,371,361,365,363.2,365.02,8140,29.71,674,4863,59.74
CENTURYPLY, EQ, 27-Aug-2020,147.65,148.7,159.4,148.5,158.5,157.6,155.56,2432180,3783.4,23703,679968,27.96
CENTURYTEX, EQ, 27-Aug-2020,340.15,342.5,387.7,342.5,367.6,374.8,364.61,9902857,36106.51,103149,1983466,20.03
CERA, EQ, 27-Aug-2020,2491.9,2554.8,2625,2525.05,2550,2572.55,2554.3,49330,1260.03,3003,39483,80.04
CEREBRAINT, EQ, 27-Aug-2020,32.6,33.2,33.2,31.5,31.5,31.65,32.32,190855,61.69,679,125080,65.54
CESC, EQ, 27-Aug-2020,639.7,642.7,643.9,631.35,638.55,636.15,636.8,155367,989.37,4257,36272,23.35
CESCVENT, EQ, 27-Aug-2020,278.65,281.5,285.8,276,276.9,276.85,280.39,108388,303.91,3469,61501,56.74
CGCL, EQ, 27-Aug-2020,222.3,224.15,231.25,221.55,225.1,225.35,226.37,130758,295.99,5603,33451,25.58
CGPOWER, EQ, 27-Aug-2020,19.4,20.35,20.35,20.35,20.35,20.35,20.35,1225445,249.38,735,1225444,100
CHALET, EQ, 27-Aug-2020,164,165.9,167.35,162,165,164.9,164.73,282752,465.78,4352,126539,44.75
CHAMBLFERT, EQ, 27-Aug-2020,156.5,157.6,157.85,155,155.5,155.45,156.17,534905,835.35,7630,296548,55.44
CHEMBOND, EQ, 27-Aug-2020,163.3,166.95,168.5,165.05,167,167.25,166.7,23181,38.64,1024,16558,71.43
CHEMFAB, EQ, 27-Aug-2020,167.25,167.25,171,161.65,164.5,165.15,165.04,10073,16.62,379,5676,56.35
CHENNPETRO, EQ, 27-Aug-2020,83.65,84,84.3,82.5,82.5,82.65,83.28,501528,417.7,2919,276872,55.21
CHOLAFIN, EQ, 27-Aug-2020,245.3,246,247.15,239.05,240.35,240.9,243.28,3695410,8990.36,31981,993526,26.89
CHOLAHLDNG, EQ, 27-Aug-2020,443,444.65,445,433,440,440.4,438.46,147743,647.8,3556,131848,89.24
CHROMATIC, BE, 27-Aug-2020,1,1,1.05,0.95,1,1,1.01,295312,2.99,71, -, -
CIGNITITEC, EQ, 27-Aug-2020,310.2,315.5,317.05,309,313.9,311.45,314.31,119786,376.5,1258,104698,87.4
CIMMCO, EQ, 27-Aug-2020,26.1,26.25,27.4,26,27.4,27.1,26.84,151388,40.63,634,114484,75.62
CINELINE, EQ, 27-Aug-2020,29,29.5,34.15,28.5,33,33.25,31.76,1088160,345.61,4839,420899,38.68
CINEVISTA, BE, 27-Aug-2020,6.9,6.9,7.05,6.65,7,6.8,6.9,12819,0.89,34, -, -
CIPLA, EQ, 27-Aug-2020,748,750.8,764,749.95,759.75,756.2,757.26,6989244,52926.58,98142,1534458,21.95
CKFSL, BZ, 27-Aug-2020,0.7,0.7,0.75,0.65,0.7,0.7,0.7,103711,0.73,46, -, -
CKPLEISURE, SM, 27-Aug-2020,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4000,0.14,1,4000,100
CLEDUCATE, EQ, 27-Aug-2020,45,44.2,49.75,43.5,48.7,47.7,46.77,54501,25.49,426,41931,76.94
CLNINDIA, EQ, 27-Aug-2020,396.15,396.9,396.9,387.7,390.95,389.7,391.52,85823,336.01,2990,52814,61.54
CMICABLES, EQ, 27-Aug-2020,46.15,45,45.8,43.85,43.85,43.9,44.05,77497,34.14,692,61250,79.04
CMMIPL, SM, 27-Aug-2020,3.65,3.8,3.8,3.8,3.8,3.8,3.8,9000,0.34,3,6000,66.67
CNOVAPETRO, EQ, 27-Aug-2020,7,7.35,7.35,7,7.35,7.35,7.25,5333,0.39,25,2431,45.58
COALINDIA, EQ, 27-Aug-2020,141.95,142.7,143.25,140,140.55,140.55,141.55,9356658,13244.09,45616,2898212,30.97
COCHINSHIP, EQ, 27-Aug-2020,363.1,363.95,371,362.85,365.2,365.15,366.44,376670,1380.27,6747,155503,41.28
COFORGE, EQ, 27-Aug-2020,1950.1,1970,1975,1934,1948,1940.15,1949.36,149884,2921.77,9540,45825,30.57
COLPAL, EQ, 27-Aug-2020,1410.75,1414,1422.6,1399,1406.3,1404.3,1408.79,377527,5318.55,13595,133240,35.29
COMPINFO, EQ, 27-Aug-2020,12.75,12.95,14,12.65,13.4,13.4,13.24,213920,28.33,564,121145,56.63
COMPUSOFT, EQ, 27-Aug-2020,8.85,8.65,9.2,8.5,9.15,9,8.9,95084,8.47,399,69801,73.41
CONCOR, EQ, 27-Aug-2020,393.8,394.75,397.4,391.7,395,395.5,395.27,1315768,5200.81,23375,783817,59.57
CONFIPET, EQ, 27-Aug-2020,22.4,22.85,22.85,21.05,21.5,21.45,21.99,568682,125.07,1992,340851,59.94
CONSOFINVT, EQ, 27-Aug-2020,34.7,32.7,40.7,32.7,35.05,35.05,36.65,9406,3.45,106,2868,30.49
CONTI, SM, 27-Aug-2020,6.35,6.6,6.65,6.6,6.65,6.65,6.63,6666,0.44,2,6666,100
CONTROLPR, EQ, 27-Aug-2020,234.55,235.75,241.95,231.35,235,234.75,236.57,4922,11.64,372,2428,49.33
CORALFINAC, EQ, 27-Aug-2020,21.25,21.75,21.75,20.8,20.95,21.4,21.11,7733,1.63,98,7165,92.65
CORDSCABLE, EQ, 27-Aug-2020,45.8,45.95,46.6,44.5,45,44.9,45.17,32284,14.58,351,23058,71.42
COROMANDEL, EQ, 27-Aug-2020,804.9,808,809.85,790,800,801.95,799.82,252807,2021.99,11962,111724,44.19
COSMOFILMS, EQ, 27-Aug-2020,426.7,429.65,444.35,425.6,434,433.45,433.89,297046,1288.85,6984,121464,40.89
COUNCODOS, EQ, 27-Aug-2020,1.3,1.35,1.4,1.3,1.4,1.4,1.36,200437,2.73,196,92715,46.26
COX&KINGS, BZ, 27-Aug-2020,1.5,1.5,1.55,1.5,1.55,1.55,1.53,671416,10.29,320, -, -
CPSEETF, EQ, 27-Aug-2020,19.11,19.19,19.28,18.95,18.95,18.99,19.04,2582217,491.67,2292,2444182,94.65
CREATIVE, EQ, 27-Aug-2020,135.1,132.4,136.8,129,131.5,131,131.83,51255,67.57,307,29611,57.77
CREATIVEYE, EQ, 27-Aug-2020,1.8,1.85,1.85,1.85,1.85,1.85,1.85,356,0.01,5,356,100
CREDITACC, EQ, 27-Aug-2020,627.8,630.9,705.5,630.15,656,656.9,666.72,378783,2525.44,26048,156886,41.42
CREST, EQ, 27-Aug-2020,86.5,86.6,91.8,83.3,87.4,87.45,87.75,17092,15,331,9804,57.36
CRISIL, EQ, 27-Aug-2020,1874.95,1896.55,1911,1840,1848.25,1849.2,1866.24,32872,613.47,4859,18821,57.26
CROMPTON, EQ, 27-Aug-2020,260.75,265,270,262.25,266.8,266.1,266.89,543148,1449.59,14765,236874,43.61
CSBBANK, EQ, 27-Aug-2020,229.95,230,236.7,226.25,231.5,233.55,231.84,249550,578.55,4856,114381,45.83
CTE, EQ, 27-Aug-2020,26.05,26.05,26.75,24.75,25.15,25.6,25.72,32221,8.29,294,25650,79.61
CUB, EQ, 27-Aug-2020,134.7,135.5,143,135.5,138.55,138.75,139.12,7427799,10333.32,87137,3903832,52.56
CUBEXTUB, EQ, 27-Aug-2020,11.95,11.95,12.4,11.5,12.25,12.2,12.07,19500,2.35,94,7997,41.01
CUMMINSIND, EQ, 27-Aug-2020,475.2,475.4,477.6,468,470,470.45,472.23,608824,2875.08,8526,93345,15.33
CUPID, EQ, 27-Aug-2020,285.55,265,266.6,248.45,254.7,254.75,258.77,619949,1604.22,15883,289944,46.77
CYBERTECH, EQ, 27-Aug-2020,55.45,55.6,56.4,54.55,54.65,54.8,55.38,34884,19.32,684,22333,64.02
CYIENT, EQ, 27-Aug-2020,382.85,384.8,416.8,383.7,398,394.05,400.35,1537301,6154.6,29256,310313,20.19
DAAWAT, EQ, 27-Aug-2020,57.9,58,58.3,57.15,57.35,57.3,57.47,576456,331.3,3351,400266,69.44
DABUR, EQ, 27-Aug-2020,495.95,498.75,499.35,491,493.5,493.15,493.68,1859971,9182.29,25593,776424,41.74
DALBHARAT, EQ, 27-Aug-2020,739.55,740,760,738,739,740.3,744.18,92174,685.94,9748,52835,57.32
DALMIASUG, EQ, 27-Aug-2020,143.7,143.95,146.7,141.25,144.6,144.45,144.05,444213,639.89,4952,125357,28.22
DAMODARIND, EQ, 27-Aug-2020,26.3,26.15,26.45,25.2,26.45,26.25,25.97,8300,2.16,102,7979,96.13
DATAMATICS, EQ, 27-Aug-2020,67.4,67.85,74.1,67.3,74.1,74.1,72.68,186863,135.81,1611,144650,77.41
DBCORP, EQ, 27-Aug-2020,79.05,79.9,83.2,79.25,80.3,80.65,81.08,917131,743.63,7163,493355,53.79
DBL, EQ, 27-Aug-2020,392.1,393,407,393,399.5,396.9,400.83,266653,1068.82,5890,87355,32.76
DBREALTY, EQ, 27-Aug-2020,7.3,7.6,8,7.4,8,8,7.91,2438981,192.99,1722,1737661,71.25
DBSTOCKBRO, EQ, 27-Aug-2020,10.5,10.5,11,10,10.75,10.75,10.42,9148,0.95,62,1496,16.35
DCAL, EQ, 27-Aug-2020,188.9,190.7,194.5,188,193.5,191.35,190.33,223009,424.45,2974,142999,64.12
DCBBANK, EQ, 27-Aug-2020,92.9,93.05,93.75,90.5,90.9,90.95,91.34,4232753,3866.29,18016,1894221,44.75
DCM, EQ, 27-Aug-2020,21.85,22.45,24,22,24,24,23.66,192788,45.62,976,93830,48.67
DCMFINSERV, BE, 27-Aug-2020,1.2,1.25,1.25,1.15,1.2,1.2,1.2,14837,0.18,24, -, -
DCMNVL, EQ, 27-Aug-2020,27.4,28.3,30.65,28,29.5,28.95,29.28,52425,15.35,335,28680,54.71
DCMSHRIRAM, EQ, 27-Aug-2020,396.9,395,408.95,388.5,392,395.05,397.78,252925,1006.09,6641,82032,32.43
DCW, EQ, 27-Aug-2020,14.2,14.2,15.6,14.1,15.2,15.05,15,1756351,263.5,3166,866679,49.35
DECCANCE, EQ, 27-Aug-2020,324.45,327,327,318.7,320.95,319.65,321.54,95551,307.23,2995,59320,62.08
DEEPAKFERT, EQ, 27-Aug-2020,181.7,181.95,183,175.55,177.65,177.05,178.21,867754,1546.41,10681,284615,32.8
DEEPAKNTR, EQ, 27-Aug-2020,742.45,745,775,732,765,761.95,756.98,2271131,17191.95,57423,490738,21.61
DEEPIND, EQ, 27-Aug-2020,82.2,82.5,84.9,81.3,81.85,82.45,82.64,61191,50.57,1330,36549,59.73
DELTACORP, EQ, 27-Aug-2020,115.55,116.3,120,115.2,116.85,117,117.55,1591663,1870.96,18195,666038,41.85
DELTAMAGNT, EQ, 27-Aug-2020,21.8,21.5,22,21.25,21.55,21.6,21.75,2218,0.48,55,1692,76.28
DEN, EQ, 27-Aug-2020,80.7,81.8,81.8,80.55,81,80.9,80.9,72891,58.97,1114,38924,53.4
DENORA, EQ, 27-Aug-2020,235.95,239.85,245,231.1,233.85,233.55,237.31,16340,38.78,947,9721,59.49
DEVIT, SM, 27-Aug-2020,108.5,109,109,109,109,109,109,3000,3.27,2,3000,100
DFMFOODS, EQ, 27-Aug-2020,300.25,302,316.8,299.1,311,308.55,309.81,278727,863.51,7181,149540,53.65
DGCONTENT, EQ, 27-Aug-2020,9.6,10,10.05,9.6,9.95,9.95,9.95,69313,6.9,139,68487,98.81
DHAMPURSUG, EQ, 27-Aug-2020,148.75,149.5,161.25,146.4,160.5,158.65,155.81,2299997,3583.72,17741,762398,33.15
DHANBANK, EQ, 27-Aug-2020,15.35,16,16.3,15.1,15.5,15.45,15.76,10855904,1710.56,16637,4957276,45.66
DHANUKA, EQ, 27-Aug-2020,866.7,880,884.95,845,854.25,851,863.23,94737,817.79,4785,60407,63.76
DHARSUGAR, BE, 27-Aug-2020,5.25,5,5,5,5,5,5,145,0.01,5, -, -
DHFL, EQ, 27-Aug-2020,14.95,15.05,15.15,14.7,14.8,14.75,14.85,1241511,184.34,2745,649347,52.3
DHFL, N4, 27-Aug-2020,339.8,300,316,300,316,315.81,314.46,70,0.22,5,64,91.43
DHFL, N6, 27-Aug-2020,285.2,285.06,285.06,285.06,285.06,285.06,285.06,1,0,1,1,100
DHFL, NC, 27-Aug-2020,310.59,312,315,312,315,315,314.8,152,0.48,3,152,100
DHFL, NN, 27-Aug-2020,293.01,295.01,310,295.01,310,310,302.51,6,0.02,2,3,50
DHFL, NO, 27-Aug-2020,313.63,315,315,315,315,315,315,100,0.32,1,100,100
DHFL, NP, 27-Aug-2020,319.8,323,339,310.01,313,312.99,329.81,5800,19.13,43,5031,86.74
DHFL, NQ, 27-Aug-2020,319.68,322,322,307,307,307.18,307.97,112,0.34,10,112,100
DHFL, NS, 27-Aug-2020,285.06,292.01,292.5,290,290,290.66,291.14,1240,3.61,17,1240,100
DHFL, NX, 27-Aug-2020,329.8,315,315,291.2,300,300,297.07,57,0.17,3,47,82.46
DHFL, Y1, 27-Aug-2020,310,310,310,310,310,310,310,212,0.66,10,206,97.17
DHUNINV, EQ, 27-Aug-2020,239.45,239.5,247.05,238.15,240.05,240.5,241.65,3849,9.3,232,2497,64.87
DIAMONDYD, EQ, 27-Aug-2020,591.7,598.95,610,592.45,605,601.3,602.46,20090,121.03,1331,13461,67
DIAPOWER, BZ, 27-Aug-2020,0.85,0.85,0.9,0.85,0.9,0.9,0.9,262220,2.36,106, -, -
DICIND, EQ, 27-Aug-2020,404.2,419,419,390.05,397.95,397.55,405.73,9611,38.99,513,5297,55.11
DIGISPICE, EQ, 27-Aug-2020,8.85,9.25,9.25,8.45,9.2,9.25,9.09,152087,13.82,373,114163,75.06
DIGJAMLTD, BZ, 27-Aug-2020,3.05,3.05,3.1,2.95,3.05,3,3.06,49813,1.53,55, -, -
DISHTV, EQ, 27-Aug-2020,10.9,11.25,11.95,11.1,11.95,11.95,11.73,10482612,1230.08,6912,7364778,70.26
DIVISLAB, EQ, 27-Aug-2020,3196.8,3200,3278,3185,3271.95,3268.45,3250.41,1013525,32943.69,68101,322382,31.81
DIXON, EQ, 27-Aug-2020,8343.05,8383.05,8650,8313,8590,8614.2,8540.92,97122,8295.11,24568,51039,52.55
DLF, EQ, 27-Aug-2020,160,161.95,181.85,160.8,175.3,175.9,173.4,76444741,132552.77,315781,13775975,18.02
DLINKINDIA, EQ, 27-Aug-2020,115.5,116.35,136,113.4,133,130.7,128.5,4948802,6359.06,33185,1232978,24.91
DMART, EQ, 27-Aug-2020,2410.1,2440,2445,2351.25,2362,2380.85,2419.41,695841,16835.23,67714,363810,52.28
DNAMEDIA, EQ, 27-Aug-2020,0.6,0.65,0.65,0.55,0.65,0.65,0.63,43658,0.27,92,36710,84.09
DOLAT, EQ, 27-Aug-2020,61.45,62.95,63.25,59,59.5,59.65,60.64,338382,205.18,1876,233402,68.98
DOLLAR, EQ, 27-Aug-2020,157.45,159.7,164.8,156.5,157.6,157,160.22,309109,495.25,5435,184910,59.82
DONEAR, EQ, 27-Aug-2020,30.2,30.35,32.9,29.85,31.45,31.4,31.93,278288,88.85,2074,120369,43.25
DPABHUSHAN, SM, 27-Aug-2020,87.2,89.85,91,88.05,89.8,89.8,89.92,60000,53.95,15,48000,80
DPSCLTD, EQ, 27-Aug-2020,11.95,11.75,12.05,11.75,11.8,11.8,11.92,9147,1.09,81,7467,81.63
DPWIRES, EQ, 27-Aug-2020,59,61.8,61.8,58.85,61.8,61.25,59.96,7348,4.41,120,1907,25.95
DQE, EQ, 27-Aug-2020,1.55,1.6,1.6,1.55,1.6,1.6,1.6,451501,7.22,212,400530,88.71
DREDGECORP, EQ, 27-Aug-2020,317.85,317.5,321.55,313.25,315.55,315.35,317.04,189247,599.98,5542,46983,24.83
DRREDDY, EQ, 27-Aug-2020,4434.75,4442.4,4468.3,4417,4429,4437,4444.71,903664,40165.27,42811,338122,37.42
DRSDILIP, SM, 27-Aug-2020,72,71,74.6,71,74.45,74.45,72.91,160000,116.66,11,118400,74
DSML, SM, 27-Aug-2020,12,12.6,12.6,12.55,12.55,12.55,12.58,12000,1.51,2,0,0
DSSL, EQ, 27-Aug-2020,29,29,29,26.2,28.05,27.7,27.36,14803,4.05,210,10119,68.36
DTIL, EQ, 27-Aug-2020,260.1,270,275,260,260.1,260.25,262.93,12783,33.61,502,9020,70.56
DUCON, EQ, 27-Aug-2020,4.15,4.2,4.2,3.95,4.1,4.1,4,113498,4.55,237,90640,79.86
DVL, BE, 27-Aug-2020,65.1,62.6,66.25,61.85,62.9,62.05,62.66,12857,8.06,184, -, -
DWARKESH, EQ, 27-Aug-2020,31.4,31.4,32.6,30.4,32.4,32.3,31.58,1912093,603.77,6888,960027,50.21
DYNAMATECH, EQ, 27-Aug-2020,887.55,843.2,843.2,843.2,843.2,843.2,843.2,7319,61.71,400,7203,98.42
DYNPRO, EQ, 27-Aug-2020,204.65,206.45,217.45,205.95,214,211.65,211.64,269126,569.57,5436,124376,46.21
EASTSILK, EQ, 27-Aug-2020,1.3,1.35,1.35,1.35,1.35,1.35,1.35,1550,0.02,4,1550,100
EASUNREYRL, BZ, 27-Aug-2020,3.4,3.25,3.25,3.25,3.25,3.25,3.25,4775,0.16,15, -, -
EBANK, EQ, 27-Aug-2020,2360,2410,2563.07,2410,2563.07,2563.07,2505.67,8,0.2,3,5,62.5
