SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ESSARSHPNG, BE, 27-Aug-2020,9.85,10.1,10.2,9.7,10,9.9,9.86,42170,4.16,143, -, -
ESSELPACK, EQ, 27-Aug-2020,293.8,292.1,301.25,290.2,293,294.8,296.16,155883,461.67,4740,78937,50.64
ESTER, EQ, 27-Aug-2020,70,69,69.9,67.75,68.1,68.1,68.82,316793,218.02,1817,236579,74.68
EUROCERA, BZ, 27-Aug-2020,1.35,1.4,1.4,1.35,1.4,1.4,1.4,21214,0.3,15, -, -
EUROMULTI, EQ, 27-Aug-2020,1.35,1.4,1.4,1.4,1.4,1.4,1.4,12158,0.17,15,12158,100
EUROTEXIND, EQ, 27-Aug-2020,9.5,9.5,9.95,9.5,9.95,9.95,9.95,200,0.02,5,200,100
EVEREADY, EQ, 27-Aug-2020,134.7,136.8,136.8,130,132.1,131.65,133.95,289211,387.39,2814,163499,56.53
EVERESTIND, EQ, 27-Aug-2020,240.9,243.45,255.95,240.1,245.6,246.85,249.55,449822,1122.52,11264,149384,33.21
EXCELINDUS, EQ, 27-Aug-2020,920.55,926.35,944.9,911.1,912,919.25,931.01,70580,657.1,4648,31956,45.28
EXIDEIND, EQ, 27-Aug-2020,169.85,172,175.1,170.3,175,174.35,172.67,4689882,8097.9,28032,1358841,28.97
EXPLEOSOL, EQ, 27-Aug-2020,485.6,509.85,509.85,495.2,509.85,509.85,507.72,79300,402.62,1383,53946,68.03
FACT, EQ, 27-Aug-2020,49.85,50.25,50.25,49.25,49.3,49.35,49.56,54148,26.84,510,34383,63.5
FAIRCHEM, BE, 27-Aug-2020,550,550,555,540,550,550.05,550.21,12723,70,626, -, -
FCL, EQ, 27-Aug-2020,32.55,32.55,33.2,31.95,32.45,32.25,32.39,240510,77.91,1405,132496,55.09
FCONSUMER, EQ, 27-Aug-2020,10.45,10.55,10.95,10.5,10.95,10.95,10.86,27792593,3018,12606,15286361,55
FCSSOFT, EQ, 27-Aug-2020,0.5,0.45,0.5,0.45,0.45,0.5,0.47,1846629,8.77,682,1120170,60.66
FDC, EQ, 27-Aug-2020,328,330.75,340,328,335.75,335.15,336.02,752049,2527.06,13838,239429,31.84
FEDERALBNK, EQ, 27-Aug-2020,56.7,56.9,57.25,56,56.05,56.1,56.57,31911041,18052.13,57416,12727091,39.88
FEL, EQ, 27-Aug-2020,18.25,19.15,19.15,19.15,19.15,19.15,19.15,1103760,211.37,754,1070689,97
FELDVR, EQ, 27-Aug-2020,19.5,20,20.45,19.8,20.45,20.45,20.3,213033,43.25,325,173347,81.37
FIEMIND, EQ, 27-Aug-2020,632.65,633.45,639.65,615,618.25,617.25,624.8,52689,329.2,4569,22939,43.54
FILATEX, EQ, 27-Aug-2020,29.7,30.4,30.4,28.5,28.75,28.85,29.12,193183,56.26,976,151382,78.36
FINCABLES, EQ, 27-Aug-2020,298.9,303,303,295,296.5,297.1,297.87,147048,438.02,4200,85343,58.04
FINEORG, EQ, 27-Aug-2020,2742.7,2775,2830,2701,2749,2765.05,2768.08,92833,2569.69,13430,15237,16.41
FINPIPE, EQ, 27-Aug-2020,510,506.7,517.35,506,510,510.05,510.25,57187,291.8,2259,37002,64.7
FLEXITUFF, EQ, 27-Aug-2020,9.05,9.5,9.5,9.5,9.5,9.5,9.5,3354,0.32,10,3354,100
FLFL, EQ, 27-Aug-2020,132.2,138,138.8,133.5,138.8,138.8,137.65,473032,651.15,4159,256686,54.26
FLUOROCHEM, EQ, 27-Aug-2020,531.4,535.85,535.85,520,524.9,524,525.89,74073,389.54,3152,38931,52.56
FMGOETZE, EQ, 27-Aug-2020,413.75,406.75,424,406.75,417,417.3,413.28,24144,99.78,258,4394,18.2
FMNL, EQ, 27-Aug-2020,24.2,25,25.4,24,25.4,25.4,25.15,117118,29.46,541,76541,65.35
FORCEMOT, EQ, 27-Aug-2020,1079.8,1081.2,1092,1055,1057.1,1063.7,1074.18,23508,252.52,2157,12639,53.76
FORTIS, EQ, 27-Aug-2020,135.9,135.9,137.6,135.1,135.3,135.6,136,1386115,1885.11,9126,948191,68.41
FOSECOIND, EQ, 27-Aug-2020,1382.15,1380,1420,1356.95,1363.95,1363.05,1379.48,2775,38.28,516,1665,60
FOURTHDIM, SM, 27-Aug-2020,9.1,9.55,9.55,9.55,9.55,9.55,9.55,2000,0.19,2,2000,100
FRETAIL, EQ, 27-Aug-2020,117.45,125,133.85,120.3,129.5,130.1,127.34,28266946,35996.51,142472,10449139,36.97
FSC, EQ, 27-Aug-2020,148,151,154.8,140.6,148.5,148.05,150.23,529416,795.36,6135,361565,68.3
FSL, EQ, 27-Aug-2020,66.25,66.7,67.2,62.8,63.4,63.5,64.99,4716425,3065.3,20173,2161433,45.83
GABRIEL, EQ, 27-Aug-2020,125.2,124.45,124.45,118,118.95,118.7,119.36,490750,585.74,7503,250231,50.99
GAEL, EQ, 27-Aug-2020,198.6,199.45,199.9,194.5,194.5,194.8,196.42,55218,108.46,2155,35755,64.75
GAIL, EQ, 27-Aug-2020,99.85,100.6,100.6,99,99.4,99.2,99.61,6719780,6693.27,33940,1759614,26.19
GAL, EQ, 27-Aug-2020,2.7,2.7,2.8,2.6,2.7,2.6,2.66,14580,0.39,47,14580,100
GALAXYSURF, EQ, 27-Aug-2020,1884.1,1894,1894.2,1850,1855.5,1856.85,1866.78,18720,349.46,2601,9067,48.43
GALLANTT, EQ, 27-Aug-2020,33.2,33.3,34.4,33.3,33.35,33.4,33.88,6665,2.26,145,5368,80.54
GALLISPAT, EQ, 27-Aug-2020,29.3,29.95,30,28.7,29.5,29.5,29.21,19406,5.67,100,10043,51.75
GAMMNINFRA, EQ, 27-Aug-2020,0.8,0.8,0.8,0.75,0.8,0.8,0.76,851313,6.5,337,850377,99.89
GANDHITUBE, EQ, 27-Aug-2020,228.9,230.9,232.8,226,227.95,227.9,228.75,7437,17.01,518,3790,50.96
GANECOS, EQ, 27-Aug-2020,289.6,292,299.9,286,297.1,298.2,294.49,75877,223.45,1406,42364,55.83
GANESHHOUC, EQ, 27-Aug-2020,30.05,30.95,31.55,30.05,31.55,31.55,31.17,41259,12.86,253,33343,80.81
GANGAFORGE, SM, 27-Aug-2020,15.7,16.1,16.15,16.05,16.1,16.1,16.09,36000,5.79,6,6000,16.67
GANGESSECU, EQ, 27-Aug-2020,40,40.05,40.05,38.15,38.15,38.15,38.9,5328,2.07,61,4477,84.03
GARDENSILK, BE, 27-Aug-2020,11.3,11.7,11.8,10.75,11.15,11,11.17,75583,8.44,163, -, -
GARFIBRES, EQ, 27-Aug-2020,1993.9,2010,2020,1922.25,1940,1955.55,1989.3,21634,430.37,3671,10848,50.14
GATI, EQ, 27-Aug-2020,48.2,48.8,49.25,47.8,48,48.1,48.37,474823,229.66,2277,257669,54.27
GAYAHWS, BE, 27-Aug-2020,0.45,0.45,0.45,0.4,0.45,0.45,0.43,288069,1.25,106, -, -
GAYAPROJ, EQ, 27-Aug-2020,16.9,16.95,17.15,16.6,16.85,16.7,16.91,262445,44.37,785,218575,83.28
GBGLOBAL, EQ, 27-Aug-2020,8.2,8.6,8.6,8.6,8.6,8.6,8.6,2145,0.18,16,2134,99.49
GDL, EQ, 27-Aug-2020,90.3,90.3,95.55,90,93.2,94.1,92.81,262588,243.72,2654,152794,58.19
GEECEE, EQ, 27-Aug-2020,81.05,81.05,84.05,77.65,79.5,79.8,81.97,38212,31.32,896,19036,49.82
GEEKAYWIRE, BE, 27-Aug-2020,90,90,90,85.5,89.5,89.5,88.79,9151,8.12,33, -, -
GENESYS, BE, 27-Aug-2020,57.85,60.7,60.7,55,55,55,55.75,71187,39.69,252, -, -
GENUSPAPER, EQ, 27-Aug-2020,5.25,5.45,5.45,5,5.05,5.05,5.11,407241,20.82,396,345331,84.8
GENUSPOWER, EQ, 27-Aug-2020,25.95,26,26.95,25.8,26.3,26.35,26.44,282584,74.71,1009,181084,64.08
GEOJITFSL, EQ, 27-Aug-2020,41.15,41.15,41.4,39.5,40.65,40.15,40.52,254849,103.27,2846,178837,70.17
GEPIL, EQ, 27-Aug-2020,492.4,494.9,498.9,490.8,493.9,491.7,493.65,23561,116.31,1140,16834,71.45
GESHIP, EQ, 27-Aug-2020,273,275,283,273.15,277.6,277.35,279.04,185610,517.92,4637,74049,39.89
GET&D, EQ, 27-Aug-2020,111.45,113.75,113.75,108.55,111.85,110.35,111.03,54113,60.08,1192,33990,62.81
GFLLIMITED, EQ, 27-Aug-2020,103.05,104.95,104.95,100,101.2,100.95,102.8,89738,92.25,1825,54348,60.56
GFSTEELS, EQ, 27-Aug-2020,2.85,2.85,2.85,2.75,2.75,2.75,2.81,845,0.02,15,845,100
GHCL, EQ, 27-Aug-2020,168.55,169.75,170.9,167,167.9,167.65,168.72,165851,279.82,3031,93802,56.56
GICHSGFIN, EQ, 27-Aug-2020,122.75,120.9,120.9,116.35,117.6,117.3,118.25,1537112,1817.69,18311,537513,34.97
GICRE, EQ, 27-Aug-2020,153.3,154.8,160.95,153.7,158,157.2,158.62,2100988,3332.49,21804,884938,42.12
GILLANDERS, EQ, 27-Aug-2020,28.4,29,29.8,29,29.8,29.75,29.42,11915,3.51,317,11405,95.72
GILLETTE, EQ, 27-Aug-2020,5524.85,5615,5750,5600,5650,5648.4,5667.53,58474,3314.03,11149,20050,34.29
GINNIFILA, EQ, 27-Aug-2020,13.05,13.65,13.7,13.25,13.7,13.7,13.69,92846,12.71,201,85671,92.27
GIPCL, EQ, 27-Aug-2020,79.7,80.35,80.45,77.9,77.9,78.1,79.37,291642,231.49,2495,154889,53.11
GKWLIMITED, EQ, 27-Aug-2020,460.2,478.75,479,460.05,479,476.3,473.4,225,1.07,30,103,45.78
GLAXO, EQ, 27-Aug-2020,1589.5,1600,1629.5,1581.25,1595,1598.45,1612.75,140193,2260.96,8490,73072,52.12
GLENMARK, EQ, 27-Aug-2020,489.9,489.95,506.5,487.15,499.6,497.75,500.51,5350911,26781.65,84306,1601173,29.92
GLFL, EQ, 27-Aug-2020,1.4,1.4,1.45,1.4,1.45,1.45,1.42,2385,0.03,5,2385,100
GLOBALVECT, EQ, 27-Aug-2020,62.3,62.3,62.95,60.2,60.7,60.5,60.99,27415,16.72,296,19855,72.42
GLOBOFFS, EQ, 27-Aug-2020,7.95,8.3,8.3,8.3,8.3,8.3,8.3,5509,0.46,18,5509,100
GLOBUSSPR, EQ, 27-Aug-2020,177.95,186.8,186.8,184.55,186.8,186.8,186.68,172813,322.61,1120,151105,87.44
GMBREW, EQ, 27-Aug-2020,411.8,415,415.4,405.5,411.4,408.45,411.4,22639,93.14,1288,14210,62.77
GMDCLTD, EQ, 27-Aug-2020,50.3,51.6,51.9,49.8,50.5,50.2,50.73,2617209,1327.6,11029,1237480,47.28
GMMPFAUDLR, EQ, 27-Aug-2020,5983.3,5956,6100,5856,5895,5877.55,5952.57,36451,2169.77,9778,21408,58.73
GMRINFRA, EQ, 27-Aug-2020,25.85,26,26.7,25.3,25.9,25.7,26.05,64007684,16674.76,40228,25171503,39.33
GNA, EQ, 27-Aug-2020,246.35,246.4,249.25,236,236.6,236.65,241.57,74119,179.05,2874,42846,57.81
GNFC, EQ, 27-Aug-2020,220.8,220.25,222,213.55,218.6,219.1,217.84,833322,1815.28,9911,333142,39.98
GOACARBON, EQ, 27-Aug-2020,232.55,235,244.5,232.55,236.3,237.3,238.36,114177,272.16,4263,39250,34.38
GOCLCORP, EQ, 27-Aug-2020,192.95,196.5,215.25,196.5,209.5,210.1,208.3,125267,260.93,3660,50697,40.47
GODFRYPHLP, EQ, 27-Aug-2020,959.5,1065,1092.4,1010.3,1024,1035.45,1054.05,1408520,14846.53,79536,328803,23.34
GODREJAGRO, EQ, 27-Aug-2020,495.3,495.85,497.9,487.2,489.6,489.1,489.38,272599,1334.03,5783,219373,80.47
GODREJCP, EQ, 27-Aug-2020,681.25,684,688.5,677,679,678.75,682.21,1027221,7007.82,23849,329189,32.05
GODREJIND, EQ, 27-Aug-2020,432.15,437.5,439.95,430,435.5,435.05,435.37,102029,444.2,4158,51924,50.89
GODREJPROP, EQ, 27-Aug-2020,849.7,888.95,934.65,875,907,910.15,912.9,6276125,57294.86,145182,807092,12.86
GOENKA, BZ, 27-Aug-2020,0.75,0.75,0.8,0.7,0.75,0.7,0.75,555188,4.19,144, -, -
GOKEX, EQ, 27-Aug-2020,59.65,59.9,60.4,57.5,57.55,58,59.24,151128,89.53,1369,105743,69.97
GOKUL, EQ, 27-Aug-2020,18.3,19,19,17.35,18.3,18.05,18.05,126566,22.85,406,80128,63.31
GOKULAGRO, EQ, 27-Aug-2020,15.8,16.35,16.5,15.15,16.1,16.35,15.95,102062,16.28,410,75164,73.65
GOLDBEES, EQ, 27-Aug-2020,44.8,51.5,51.5,44.94,45.01,45.05,45.25,4856441,2197.51,10846,3127060,64.39
GOLDENTOBC, EQ, 27-Aug-2020,23.65,24.8,24.8,24.8,24.8,24.8,24.8,13381,3.32,56,13381,100
GOLDIAM, EQ, 27-Aug-2020,117.1,117.1,119.25,116.4,116.8,116.95,117.73,31457,37.03,823,16718,53.15
GOLDSHARE, EQ, 27-Aug-2020,4680.2,4680.2,4747.5,4680.2,4685,4691.15,4707.65,1135,53.43,289,729,64.23
GOLDTECH, BE, 27-Aug-2020,14.5,13.8,13.8,13.8,13.8,13.8,13.8,7032,0.97,44, -, -
GOODLUCK, EQ, 27-Aug-2020,45.5,45.7,46.9,43.55,44.2,44.15,44.91,139958,62.85,1393,90182,64.44
GPIL, EQ, 27-Aug-2020,338.1,349,355,321.2,324.9,324.15,344.89,634754,2189.19,9401,234471,36.94
GPPL, EQ, 27-Aug-2020,85.9,86.6,86.6,81,84.5,82.7,83.87,232656,195.13,2460,161929,69.6
GPTINFRA, EQ, 27-Aug-2020,35.25,36.1,36.75,34.5,36.1,35.6,35.72,70895,25.33,545,51228,72.26
GRANULES, EQ, 27-Aug-2020,309.75,311,319,308,310.45,309.7,313.91,2759380,8661.93,30060,766205,27.77
GRAPHITE, EQ, 27-Aug-2020,201.85,202.8,213.5,199,205.95,206.85,207.44,2443262,5068.2,30957,666544,27.28
GRASIM, EQ, 27-Aug-2020,667.2,670.15,688,667,684,685.05,679.28,3259380,22140.23,49690,512165,15.71
GRAVITA, EQ, 27-Aug-2020,52.9,53.4,53.9,52.2,52.9,52.55,52.9,130073,68.81,810,92225,70.9
GREAVESCOT, EQ, 27-Aug-2020,83.45,83.3,90.3,83.25,88.25,88.5,87.49,6500382,5687.14,31564,3101669,47.72
GREENLAM, EQ, 27-Aug-2020,736.2,736.25,760,733.05,742,738.85,744.59,6989,52.04,520,3727,53.33
GREENPANEL, EQ, 27-Aug-2020,47.65,48.25,50,46.3,50,50,49.82,143312,71.4,353,137082,95.65
GREENPLY, EQ, 27-Aug-2020,94.95,95.1,101.8,95.1,96,96.2,98.34,2001528,1968.26,22602,799723,39.96
GREENPOWER, EQ, 27-Aug-2020,2.15,2.1,2.15,2.1,2.15,2.15,2.13,1736965,36.94,865,1043107,60.05
GRINDWELL, EQ, 27-Aug-2020,531.6,533.1,539,520.1,521,522.6,530.09,29480,156.27,2701,17477,59.28
GROBTEA, BE, 27-Aug-2020,899,854.05,854.05,854.05,854.05,854.05,854.05,539,4.6,58, -, -
GRPLTD, EQ, 27-Aug-2020,716.1,740.05,743.95,711,720,720.15,723.96,183,1.32,39,104,56.83
GRSE, EQ, 27-Aug-2020,214.65,217,219.75,211.8,212.75,212.7,215.75,220333,475.36,4690,89458,40.6
GSCLCEMENT, EQ, 27-Aug-2020,30.3,30.8,30.8,29.7,29.75,29.95,30.11,146597,44.13,926,103806,70.81
GSFC, EQ, 27-Aug-2020,72.2,73.4,73.45,70,70.6,70.6,71.51,1477660,1056.7,8544,552027,37.36
GSPL, EQ, 27-Aug-2020,218.55,221.85,223.9,215.25,219,218.4,220.1,1554123,3420.67,13342,854943,55.01
GSS, EQ, 27-Aug-2020,27.9,27.9,28,26.75,26.9,26.95,27.13,233779,63.43,708,173380,74.16
GTLINFRA, EQ, 27-Aug-2020,0.8,0.85,0.85,0.8,0.85,0.85,0.82,10011272,82.03,1257,4710612,47.05
GTNIND, EQ, 27-Aug-2020,8.9,9.15,9.2,8.55,8.8,8.8,9.03,6079,0.55,45,5457,89.77
GTPL, EQ, 27-Aug-2020,103.55,105,108.45,102.7,106,106.4,106.24,135024,143.45,2379,81473,60.34
GUFICBIO, EQ, 27-Aug-2020,89.85,90.35,90.9,88.45,89.2,89,89.47,123521,110.52,2893,84969,68.79
GUJALKALI, EQ, 27-Aug-2020,338.2,341,377,341,372.95,369.9,362.54,1881491,6821.25,32494,479537,25.49
GUJAPOLLO, EQ, 27-Aug-2020,198.7,199.95,200.9,196,199,198.95,198.99,4520,8.99,221,2623,58.03
GUJGASLTD, EQ, 27-Aug-2020,326.9,327.5,328.1,323.05,326.2,326.5,325.73,704485,2294.73,14306,513011,72.82
GUJRAFFIA, BE, 27-Aug-2020,12.15,12.15,12.75,12.15,12.75,12.75,12.5,2072,0.26,21, -, -
GULFOILLUB, EQ, 27-Aug-2020,696.5,696.55,697.8,682.25,689.5,687.25,687.84,26406,181.63,2371,19164,72.57
GULFPETRO, EQ, 27-Aug-2020,45.6,45.55,46.3,44,44.15,44.3,44.54,37917,16.89,751,25469,67.17
GULPOLY, EQ, 27-Aug-2020,52,52.25,54.6,52.25,54.6,54.6,54.52,59315,32.34,311,58314,98.31
GVKPIL, EQ, 27-Aug-2020,3.2,3.35,3.35,3.35,3.35,3.35,3.35,1066544,35.73,511,1066544,100
HAL, EQ, 27-Aug-2020,1177.6,1041.1,1065.9,1008.5,1010,1010.8,1027.86,5831221,59936.56,141599,2588891,44.4
HARITASEAT, EQ, 27-Aug-2020,434.3,433.2,444.05,422.5,429.5,430.1,430.23,12184,52.42,1327,4223,34.66
HARRMALAYA, EQ, 27-Aug-2020,93.7,94.4,98.95,94.2,97.8,97.3,97.03,257319,249.68,3680,99469,38.66
HATHWAY, BE, 27-Aug-2020,35.7,35.8,35.95,35.2,35.55,35.4,35.39,320687,113.49,2556, -, -
HATSUN, EQ, 27-Aug-2020,797.8,809.4,809.4,790,791.5,793.25,800.62,17700,141.71,1849,8027,45.35
HAVELLS, EQ, 27-Aug-2020,649.6,650.6,657.8,648.2,651.25,653.1,653.05,932791,6091.56,18601,181836,19.49
HAVISHA, BE, 27-Aug-2020,0.7,0.7,0.75,0.65,0.7,0.7,0.71,109337,0.78,66, -, -
HBLPOWER, EQ, 27-Aug-2020,16.7,16.8,18.1,16.55,17.2,17.15,17.39,2596569,451.44,6115,1181100,45.49
HCC, EQ, 27-Aug-2020,6.1,6.15,6.7,6.1,6.7,6.7,6.55,12990943,850.52,3835,10099422,77.74
HCG, EQ, 27-Aug-2020,129.3,130,130,127.35,128.9,128.65,128.57,56548,72.7,593,31879,56.38
HCL-INSYS, EQ, 27-Aug-2020,9,9,9.15,8.9,8.95,8.95,9,360617,32.47,854,231274,64.13
HCLTECH, EQ, 27-Aug-2020,712.8,713.55,720,706.5,711.9,710.15,711.92,3917059,27886.14,62402,1784995,45.57
HDFC, EQ, 27-Aug-2020,1816,1832,1883,1830,1863.5,1864.1,1864.76,8648531,161273.92,256931,3892406,45.01
HDFC, W3, 27-Aug-2020,333.8,340,344,338,339.95,339.55,340.57,109200,371.9,136,94800,86.81
HDFCAMC, EQ, 27-Aug-2020,2471,2484,2509,2460.15,2501,2499.45,2493.13,335029,8352.72,24256,181582,54.2
HDFCBANK, EQ, 27-Aug-2020,1118.45,1125.8,1129.9,1106.25,1114.35,1112.1,1117.89,10323015,115400.43,184107,4676407,45.3
HDFCLIFE, EQ, 27-Aug-2020,592.05,594.2,600,591.15,596.8,596.05,595.16,2947749,17543.74,54207,1394489,47.31
HDFCMFGETF, EQ, 27-Aug-2020,4587.25,4587,4657.5,4587,4610,4611.6,4632.75,8981,416.07,974,5781,64.37
HDFCNIFETF, EQ, 27-Aug-2020,1204.85,1208.4,1217.9,1208,1216,1215.58,1213.76,1020,12.38,98,813,79.71
HDFCSENETF, EQ, 27-Aug-2020,4111.5,4193.98,4193.98,4105,4106.01,4110.67,4126.86,451,18.61,50,394,87.36
HDIL, BZ, 27-Aug-2020,5.25,5.5,5.5,5.5,5.5,5.5,5.5,110799,6.09,150, -, -
HEG, EQ, 27-Aug-2020,886.45,891.4,928.8,875.35,888.95,891.6,906.57,1542002,13979.25,52064,178794,11.59
HEIDELBERG, EQ, 27-Aug-2020,198.2,199.2,200,195,195.75,195.5,196.95,153065,301.46,2727,91290,59.64
HEOFRG1126, MF, 27-Aug-2020,8.63,8,8,8,8,8,8,2500,0.2,1,2500,100
HERCULES, EQ, 27-Aug-2020,95.55,96.45,96.5,93.5,94,94.1,94.68,45144,42.74,1087,25897,57.37
HERITGFOOD, EQ, 27-Aug-2020,341.55,344.65,349.5,341,341.65,342.35,344.76,38234,131.82,1661,22760,59.53
HEROMOTOCO, EQ, 27-Aug-2020,3160.75,3159,3170,3107.5,3136,3141.75,3130.03,1431518,44806.91,76057,230374,16.09
HESTERBIO, EQ, 27-Aug-2020,1560.15,1550,1567.45,1491.3,1545,1520.1,1528.35,10091,154.23,1198,5910,58.57
HEXATRADEX, BE, 27-Aug-2020,34.55,35.5,35.5,32.85,32.85,32.85,33.86,27224,9.22,134, -, -
HEXAWARE, EQ, 27-Aug-2020,418.7,424.45,430,415,418.4,419.75,423.6,1240948,5256.62,18263,515403,41.53
HFCL, EQ, 27-Aug-2020,16.95,17.1,17.2,16.65,17.05,17.05,16.95,2802578,475.05,4605,1569771,56.01
HGINFRA, EQ, 27-Aug-2020,220.95,225,225.55,219,219.95,219.5,221.52,58634,129.89,2691,30676,52.32
HGS, EQ, 27-Aug-2020,719.95,723.5,735,716.95,723.2,723.65,728.34,15241,111.01,1191,8488,55.69
HHOF1140RG, MF, 27-Aug-2020,7.42,7.5,7.54,7.44,7.44,7.44,7.51,17310,1.3,4,17310,100
HIKAL, EQ, 27-Aug-2020,170.1,167.7,176.55,165.1,168.8,169.25,170.45,2148508,3662.2,21352,712479,33.16
HIL, EQ, 27-Aug-2020,1620.2,1644,1879,1626.55,1800,1806.25,1803.37,383742,6920.27,38369,72019,18.77
HILTON, EQ, 27-Aug-2020,10.35,10.5,10.65,10,10.65,10.5,10.39,6276,0.65,30,5177,82.49
HIMATSEIDE, EQ, 27-Aug-2020,92.95,92.5,92.6,88,88.95,89.1,90.67,545404,494.52,4532,329539,60.42
HINDALCO, EQ, 27-Aug-2020,193.5,193.5,195.65,192.6,194.5,194.9,194.49,7659883,14897.8,52691,2209521,28.85
HINDCOMPOS, EQ, 27-Aug-2020,214.55,218,221.1,214,217,214.5,217.72,14065,30.62,433,9355,66.51
HINDCOPPER, EQ, 27-Aug-2020,38.6,38.8,39.1,37.5,38.05,38,38.18,964362,368.17,3630,456733,47.36
HINDMOTORS, EQ, 27-Aug-2020,6.15,6.25,6.3,6.1,6.15,6.15,6.21,151671,9.41,384,119252,78.63
HINDNATGLS, EQ, 27-Aug-2020,28.7,28.7,30,28.05,29,28.95,28.89,8319,2.4,79,7649,91.95
HINDOILEXP, EQ, 27-Aug-2020,85.5,85.8,88.8,84.15,85.25,84.85,86.06,1956241,1683.59,7707,987691,50.49
HINDPETRO, EQ, 27-Aug-2020,209.45,210.1,211.1,207.25,208.3,208.4,209.06,8100083,16933.77,51979,2773603,34.24
HINDUNILVR, EQ, 27-Aug-2020,2182.8,2182.1,2188,2165,2176,2171.25,2172.45,2172278,47191.64,76992,1114686,51.31
HINDZINC, EQ, 27-Aug-2020,226,227.6,239.35,227.2,236,237.15,234.67,2265073,5315.42,33416,1155068,50.99
HIRECT, EQ, 27-Aug-2020,137.9,140,142.45,135.75,139.9,139.7,138.98,35166,48.87,1013,22076,62.78
HISARMETAL, EQ, 27-Aug-2020,73.15,73,76.55,71.7,72,73.05,74.25,16891,12.54,317,11986,70.96
HITECH, EQ, 27-Aug-2020,135.65,135.65,137.8,127,129,131.3,133.29,11423,15.23,173,8446,73.94
HITECHCORP, BE, 27-Aug-2020,102.45,102.45,102.45,97.35,99,98.45,97.97,8068,7.9,90, -, -
HITECHGEAR, EQ, 27-Aug-2020,147,151.95,152,142.5,147,144.6,146.71,5151,7.56,168,4018,78
HLVLTD, EQ, 27-Aug-2020,5.3,5.35,5.35,5.2,5.35,5.3,5.31,146737,7.79,232,90178,61.46
HMT, BZ, 27-Aug-2020,18.1,18.7,18.7,18,18.1,18.1,18.15,8386,1.52,62, -, -
HMVL, EQ, 27-Aug-2020,53.3,53.4,56.75,53,55.8,55.85,55.74,150833,84.08,909,113817,75.46
HNDFDS, EQ, 27-Aug-2020,753.55,765,765,716.1,731.2,731.75,735.53,26052,191.62,1643,17491,67.14
HNGSNGBEES, EQ, 27-Aug-2020,347,349.99,349.99,346.01,346.9,346.9,347.11,100,0.35,14,99,99
HONAUT, EQ, 27-Aug-2020,35627.15,35700,36286,34601.25,34950,34864.45,35374.06,8096,2863.88,3821,2954,36.49
HONDAPOWER, EQ, 27-Aug-2020,1053.8,1054,1068.95,1043.05,1052.1,1053.45,1053.75,4442,46.81,507,3152,70.96
HOTELRUGBY, EQ, 27-Aug-2020,1.75,1.8,1.8,1.7,1.8,1.8,1.79,59312,1.06,65,41440,69.87
HOVS, EQ, 27-Aug-2020,43.35,44.8,45.5,43.5,45.5,45.5,45.2,29574,13.37,270,22787,77.05
HPL, EQ, 27-Aug-2020,38.05,37.6,38.9,37.5,37.65,37.65,38.12,85090,32.43,676,65152,76.57
HSCL, EQ, 27-Aug-2020,58.55,58.55,58.8,56.1,56.9,56.75,57.31,1799490,1031.26,8631,645245,35.86
HSIL, EQ, 27-Aug-2020,66.35,67.6,68.45,66,66.7,66.4,67.26,349636,235.18,3041,186561,53.36
HTMEDIA, BE, 27-Aug-2020,16.35,16.85,17.05,16,16.35,16.45,16.63,98220,16.33,195, -, -
HUBTOWN, EQ, 27-Aug-2020,11.95,11.95,12.5,11.75,12.5,12.5,12.25,35284,4.32,174,27704,78.52
HUDCO, EQ, 27-Aug-2020,38.35,38.5,38.6,37.75,37.9,37.95,38.14,1788404,682.14,4664,727065,40.65
HUDCO, N2, 27-Aug-2020,1250,1250,1250,1245.11,1245.11,1245.11,1248.98,2369,29.59,11,2369,100
HUDCO, N3, 27-Aug-2020,1096.99,1085.01,1098,1085.01,1097,1096.54,1095.08,415,4.54,11,360,86.75
HUDCO, N6, 27-Aug-2020,1085.11,1091,1091,1090.6,1090.6,1090.6,1090.8,400,4.36,8,400,100
HUDCO, N8, 27-Aug-2020,1280,1261.11,1268.34,1261.11,1268.34,1268.34,1265.08,740,9.36,12,500,67.57
HUDCO, N9, 27-Aug-2020,1284.05,1287,1287,1287,1287,1287,1287,182,2.34,4,182,100
HUDCO, ND, 27-Aug-2020,1340,1349.95,1349.95,1349.95,1349.95,1349.95,1349.95,4,0.05,2,4,100
HUDCO, NE, 27-Aug-2020,1475.01,1478,1478,1476.99,1477,1476.99,1477,349,5.15,11,348,99.71
IBMFNIFTY, EQ, 27-Aug-2020,136.5,123.11,135.98,114.83,128.64,128.2,124.79,4989,6.23,326,2261,45.32
IBREALEST, EQ, 27-Aug-2020,69.85,73.3,73.75,70,70.6,70.3,71.81,6359794,4567.04,27661,3130355,49.22
IBUCCREDIT, N7, 27-Aug-2020,862,888,888,888,888,888,888,10,0.09,1,10,100
IBULHSGFIN, EQ, 27-Aug-2020,217.75,222,224,215,219.1,219.35,219.86,22123708,48642.26,157442,6078461,27.47
